0.1,11,7,68,15,156,21,177
1,0.1,8,77,13,144,20,169
60,69,0.1,1,182,23,165,25
8,9,10,0.1,188,24,155,26
133,119,20,21,0.1,29,7,116
17,16,206,213,3,0.1,7,133
190,178,18,17,64,65,0.3,9
20,19,229,237,13,15,82,0.1
