0.1,8,20,53,44,121,63,138
4,0.1,23,60,40,112,59,131
47,54,0.1,3,142,69,129,76
23,26,8,0.1,147,71,120,79
103,92,61,63,0.1,22,21,90
52,48,160,165,10,0.1,22,104
148,138,55,52,50,50,0.3,27
59,56,178,184,39,44,64,0.1
