0.1,7,27,45,59,104,85,118
5,0.1,31,51,53,96,79,113
40,46,0.1,5,121,91,110,102
30,34,7,0.1,126,94,103,105
88,79,81,84,0.1,19,28,77
69,64,137,142,13,0.1,29,89
127,119,73,69,43,43,0.3,36
79,75,152,158,51,59,55,0.1
